,CD_PROGRAMA_IES,NM_PROGRAMA_IES,SG_ENTIDADE_ENSINO,NM_ENTIDADE_ENSINO,AN_BASE,ID_ADD_PRODUCAO_INTELECTUAL,ID_PRODUCAO_INTELECTUAL,NM_PRODUCAO,ID_AREA_CONCENTRACAO,NM_AREA_CONCENTRACAO
6325,20001010022P0,CIÊNCIA DA COMPUTAÇÃO,UFMA,UNIVERSIDADE FEDERAL DO MARANHÃO,2017,22374424,5983560,A HYPERVIDEO MODEL FOR LEARNING OBJECTS,76047,CIÊNCIA DA COMPUTAÇÃO
6326,20001010022P0,CIÊNCIA DA COMPUTAÇÃO,UFMA,UNIVERSIDADE FEDERAL DO MARANHÃO,2017,22374425,5981515,A MIDDLEWARE PERSPECTIVE FOR INTEGRATING GINGA-NCL APPLICATIONS WITH THE INTERNET OF THINGS,76047,CIÊNCIA DA COMPUTAÇÃO
6327,20001010022P0,CIÊNCIA DA COMPUTAÇÃO,UFMA,UNIVERSIDADE FEDERAL DO MARANHÃO,2017,22374427,5985185,A NEW PARTICLE WEIGHTING STRATEGY FOR ROBOT MAPPING FASTSLAM,76047,CIÊNCIA DA COMPUTAÇÃO
6360,20001010022P0,CIÊNCIA DA COMPUTAÇÃO,UFMA,UNIVERSIDADE FEDERAL DO MARANHÃO,2017,22375089,5985187,A STOCHASTIC LEARNING APPROACH FOR CONSTRUCTION OF BRICK STRUCTURES WITH A GROUND ROBOT,76047,CIÊNCIA DA COMPUTAÇÃO
6361,20001010022P0,CIÊNCIA DA COMPUTAÇÃO,UFMA,UNIVERSIDADE FEDERAL DO MARANHÃO,2017,22375090,6033992,ACESSIBILIDADE EM AMBIENTES ESCOLARES: IDENTIFICAÇÃO DE BARREIRAS FÍSICAS,76047,CIÊNCIA DA COMPUTAÇÃO
6362,20001010022P0,CIÊNCIA DA COMPUTAÇÃO,UFMA,UNIVERSIDADE FEDERAL DO MARANHÃO,2017,22375091,6033144,ACOMPANHAMENTO DE DISCENTES: A MONITORIA COMO FORMA DE INCENTIVO E MOTIVAÇÃO DA DISCIPLINA DE ALGORITMOS I,76047,CIÊNCIA DA COMPUTAÇÃO
6363,20001010022P0,CIÊNCIA DA COMPUTAÇÃO,UFMA,UNIVERSIDADE FEDERAL DO MARANHÃO,2017,22375092,6033832,"ADOLESCENT CHAT: MOBILE APPLICATION ON SEXUALITY, STD / HIV / AIDS PREVENTION",76047,CIÊNCIA DA COMPUTAÇÃO
6364,20001010022P0,CIÊNCIA DA COMPUTAÇÃO,UFMA,UNIVERSIDADE FEDERAL DO MARANHÃO,2017,22375095,6038132,AN EXPLORATORY STUDY ON THE NEED FOR MODELING SOFTWARE ECOSYSTEMS: THE CASE OF SOLAR SECO,76047,CIÊNCIA DA COMPUTAÇÃO
6365,20001010022P0,CIÊNCIA DA COMPUTAÇÃO,UFMA,UNIVERSIDADE FEDERAL DO MARANHÃO,2017,22375097,6125164,APPLICATION OF VIRTUAL REALITY TECHNIQUES TO A BIRTH SIMULATION,76047,CIÊNCIA DA COMPUTAÇÃO
6366,20001010022P0,CIÊNCIA DA COMPUTAÇÃO,UFMA,UNIVERSIDADE FEDERAL DO MARANHÃO,2017,22375098,6185368,AUTOMATIC CONSUMPTION READING ON ELECTROMECHANICAL METERS USING HOG AND SVM,76047,CIÊNCIA DA COMPUTAÇÃO
6367,20001010022P0,CIÊNCIA DA COMPUTAÇÃO,UFMA,UNIVERSIDADE FEDERAL DO MARANHÃO,2017,22375102,6000386,AVALIAÇÃO AUTOMÁTICA DE VERSÕES OCULARES EM IMAGENS,76047,CIÊNCIA DA COMPUTAÇÃO
6368,20001010022P0,CIÊNCIA DA COMPUTAÇÃO,UFMA,UNIVERSIDADE FEDERAL DO MARANHÃO,2017,22375103,6038227,AVALIANDO A VIABILIDADE DO BLACKBOX EM SALA DE AULA: UM JOGO SÉRIO PARA ENSINO DE TESTE FUNCIONAL DE SOFTWARE,76047,CIÊNCIA DA COMPUTAÇÃO
6369,20001010022P0,CIÊNCIA DA COMPUTAÇÃO,UFMA,UNIVERSIDADE FEDERAL DO MARANHÃO,2017,22375104,6034178,BODYRATING: UMA PROPOSTA PARA ANOTAÇÃO DE SILHUETA CORPORAL PARA AVALIAÇÃO DE AUTOPERCEPÇÃO,76047,CIÊNCIA DA COMPUTAÇÃO
6370,20001010022P0,CIÊNCIA DA COMPUTAÇÃO,UFMA,UNIVERSIDADE FEDERAL DO MARANHÃO,2017,22375106,6132565,CLASSIFICATION OF MALIGNANT AND BENIGN TISSUES IN MAMMOGRAPHY USING DENTAL SHAPE DESCRIPTORS AND SHAPE DISTRIBUTION,76047,CIÊNCIA DA COMPUTAÇÃO
6371,20001010022P0,CIÊNCIA DA COMPUTAÇÃO,UFMA,UNIVERSIDADE FEDERAL DO MARANHÃO,2017,22375109,6033044,DESENVOLVIMENTO DE UM TIME DE FUTEBOL ROBÓTICO PARA O ROBOCUP 2D,76047,CIÊNCIA DA COMPUTAÇÃO
6372,20001010022P0,CIÊNCIA DA COMPUTAÇÃO,UFMA,UNIVERSIDADE FEDERAL DO MARANHÃO,2017,22375110,6033640,DETECÇÃO AUTOMÁTICA DE MEDIDORES ELÉTRICOS EM IMAGENS UTILIZANDO UMA COMBINAÇÃO DE SVM E CNN,76047,CIÊNCIA DA COMPUTAÇÃO
6373,20001010022P0,CIÊNCIA DA COMPUTAÇÃO,UFMA,UNIVERSIDADE FEDERAL DO MARANHÃO,2017,22375111,6029043,DETECÇÃO AUTOMÁTICA DE PRESENÇA DE ASSINATURA EM PROTOCOLOS DE RECEBIMENTO DE REAVISO DE DISTRIBUIDORA DE ENERGIA ELÉTRICA,76047,CIÊNCIA DA COMPUTAÇÃO
6374,20001010022P0,CIÊNCIA DA COMPUTAÇÃO,UFMA,UNIVERSIDADE FEDERAL DO MARANHÃO,2017,22375113,6034076,DIAGNÓSTICO DE GLAUCOMA EM IMAGENS DE FUNDO DE OLHO UTILIZANDO OS ÍNDICES DE DIVERSIDADE DE SHANNON E MCINTOSH,76047,CIÊNCIA DA COMPUTAÇÃO
6375,20001010022P0,CIÊNCIA DA COMPUTAÇÃO,UFMA,UNIVERSIDADE FEDERAL DO MARANHÃO,2017,22375114,6032981,DIAGNÓSTICO DE MELANOMA USANDO FUNÇÃO K DE RIPLEY E MÁQUINAS DE VETOR DE SUPORTE,76047,CIÊNCIA DA COMPUTAÇÃO
6376,20001010022P0,CIÊNCIA DA COMPUTAÇÃO,UFMA,UNIVERSIDADE FEDERAL DO MARANHÃO,2017,22375115,6032891,DIAGNÓSTICO DO GLAUCOMA EM RETINOGRAFIAS USANDO LBP E SVM,76047,CIÊNCIA DA COMPUTAÇÃO
6377,20001010022P0,CIÊNCIA DA COMPUTAÇÃO,UFMA,UNIVERSIDADE FEDERAL DO MARANHÃO,2017,22375116,5982354,DIMMER: UM FRAMEWORK PARA O PROCESSAMENTO DE IMAGENS OFTALMOLÓGICAS,76047,CIÊNCIA DA COMPUTAÇÃO
6378,20001010022P0,CIÊNCIA DA COMPUTAÇÃO,UFMA,UNIVERSIDADE FEDERAL DO MARANHÃO,2017,22375117,5983011,DOTSIM - A SIMULATION-BASED OPTIMIZATION METHODOLOGY FOR THE OPTIMAL DUPLICATION SEQUENCE ON FREIGHT TRANSPORTATION SYSTEMS,76047,CIÊNCIA DA COMPUTAÇÃO
6379,20001010022P0,CIÊNCIA DA COMPUTAÇÃO,UFMA,UNIVERSIDADE FEDERAL DO MARANHÃO,2017,22375119,6033173,ESTÍMULO AO PENSAMENTO COMPUTACIONAL E A DIVULGAÇÃO DOS GRUPOS PET UFMA: DESENVOLVIMENTO DE WEBPAGES COMO PRÁTICA INTERDISCIPLINAR,76047,CIÊNCIA DA COMPUTAÇÃO
6380,20001010022P0,CIÊNCIA DA COMPUTAÇÃO,UFMA,UNIVERSIDADE FEDERAL DO MARANHÃO,2017,22375120,6029011,ESTUDO COMPARATIVO DE MÉTODOS DE SEGMENTAÇÃO DAS BORDAS DE LESÕES EM IMAGENS DERMATOSCÓPICAS,76047,CIÊNCIA DA COMPUTAÇÃO
6381,20001010022P0,CIÊNCIA DA COMPUTAÇÃO,UFMA,UNIVERSIDADE FEDERAL DO MARANHÃO,2017,22375121,6038183,EVIDENCESET: A TOOL FOR SUPPORTING ANALYSIS OF EVIDENCE AND SYNTHESIS OF PRIMARY AND SECONDARY STUDIES,76047,CIÊNCIA DA COMPUTAÇÃO
6382,20001010022P0,CIÊNCIA DA COMPUTAÇÃO,UFMA,UNIVERSIDADE FEDERAL DO MARANHÃO,2017,22375122,5985061,GAME OF CODE: DESENVOLVIMENTO E AVALIAÇÃO DE UMA ATIVIDADE GAMIFICADA PARA DISCIPLINAS DE PROGRAMAÇÃO,76047,CIÊNCIA DA COMPUTAÇÃO
6383,20001010022P0,CIÊNCIA DA COMPUTAÇÃO,UFMA,UNIVERSIDADE FEDERAL DO MARANHÃO,2017,22375123,5979888,GAMIFICAÇÃO: A CRIATIVIDADE COMO ELEMENTO DE ENGAJAMENTO NO PROCESSO AVALIATIVO,76047,CIÊNCIA DA COMPUTAÇÃO
6384,20001010022P0,CIÊNCIA DA COMPUTAÇÃO,UFMA,UNIVERSIDADE FEDERAL DO MARANHÃO,2017,22375124,5980419,HOW HAVE SOFTWARE ENGINEERING RESEARCHERS BEEN MEASURING SOFTWARE PRODUCTIVITY? A SYSTEMATIC MAPPING STUDY,76047,CIÊNCIA DA COMPUTAÇÃO
6385,20001010022P0,CIÊNCIA DA COMPUTAÇÃO,UFMA,UNIVERSIDADE FEDERAL DO MARANHÃO,2017,22375125,5984917,INTEGRATING PARTICIPATORY AND INTERACTION DESIGN OF AN AUTHORING TOOL FOR LEARNING OBJECTS INVOLVING A MULTIDISCIPLINARY TEAM,76047,CIÊNCIA DA COMPUTAÇÃO
6386,20001010022P0,CIÊNCIA DA COMPUTAÇÃO,UFMA,UNIVERSIDADE FEDERAL DO MARANHÃO,2017,22375126,5980568,INVESTIGATING FACTORS THAT INFLUENCE DEVELOPERS? EXPERIENCE IN MOBILE SOFTWARE ECOSYSTEMS,76047,CIÊNCIA DA COMPUTAÇÃO
6387,20001010022P0,CIÊNCIA DA COMPUTAÇÃO,UFMA,UNIVERSIDADE FEDERAL DO MARANHÃO,2017,22375127,6033772,LEITURA AUTOMÁTICA DE CÓDIGOS DE BARRAS EM IMAGENS DE MEDIDORES DE ENERGIA ELÉTRICA,76047,CIÊNCIA DA COMPUTAÇÃO
6388,20001010022P0,CIÊNCIA DA COMPUTAÇÃO,UFMA,UNIVERSIDADE FEDERAL DO MARANHÃO,2017,22375128,5985035,LESSONS LEARNED FROM EVALUATING AN AUTHORING TOOL FOR LEARNING OBJECTS,76047,CIÊNCIA DA COMPUTAÇÃO
6389,20001010022P0,CIÊNCIA DA COMPUTAÇÃO,UFMA,UNIVERSIDADE FEDERAL DO MARANHÃO,2017,22375132,6033675,MEDIÇÃO E VALIDAÇÃO DE CONSUMO DE ENERGIA ELÉTRICA USANDO DISPOSITIVOS MÓVEIS E PROCESSAMENTO DE IMAGENS,76047,CIÊNCIA DA COMPUTAÇÃO
6390,20001010022P0,CIÊNCIA DA COMPUTAÇÃO,UFMA,UNIVERSIDADE FEDERAL DO MARANHÃO,2017,22375135,6028186,PLANEJAMENTO CIRÚRGICO DE ESTRABISMO HORIZONTAL UTILIZANDO REGRESSORES DE MÚLTIPLAS SAÍDAS,76047,CIÊNCIA DA COMPUTAÇÃO
6392,20001010022P0,CIÊNCIA DA COMPUTAÇÃO,UFMA,UNIVERSIDADE FEDERAL DO MARANHÃO,2017,22375137,6038187,PRÁTICAS PARA TRATAMENTO DE FATORES CRÍTICOS DE SUCESSO,76047,CIÊNCIA DA COMPUTAÇÃO
6393,20001010022P0,CIÊNCIA DA COMPUTAÇÃO,UFMA,UNIVERSIDADE FEDERAL DO MARANHÃO,2017,22375139,6028921,SCLERA SEGMENTATION IN FACE IMAGES USING IMAGE FORESTING TRANSFORM,76047,CIÊNCIA DA COMPUTAÇÃO
6394,20001010022P0,CIÊNCIA DA COMPUTAÇÃO,UFMA,UNIVERSIDADE FEDERAL DO MARANHÃO,2017,22375140,6033637,SEGMENTAÇÃO AUTOMÁTICA DE MEDIDORES ELETROMECÂNICOS E ELETRÔNICO BASEADO EM IMAGENS,76047,CIÊNCIA DA COMPUTAÇÃO
6395,20001010022P0,CIÊNCIA DA COMPUTAÇÃO,UFMA,UNIVERSIDADE FEDERAL DO MARANHÃO,2017,22375141,6120193,SEGMENTAÇÃO DE DENTES EM IMAGENS RADIOGRÁFICAS PERIAPICAIS UTILIZANDO UMA ADAPTAÇÃO DO MÉTODO DO GRADIENTE,76047,CIÊNCIA DA COMPUTAÇÃO
6396,20001010022P0,CIÊNCIA DA COMPUTAÇÃO,UFMA,UNIVERSIDADE FEDERAL DO MARANHÃO,2017,22375142,6032987,SEGMENTAÇÃO DE EXSUDATOS EM IMAGENS DE FUNDO DE OLHO PARA DETECÇÃO DE RETINOPATIA DIABÉTICA,76047,CIÊNCIA DA COMPUTAÇÃO
6397,20001010022P0,CIÊNCIA DA COMPUTAÇÃO,UFMA,UNIVERSIDADE FEDERAL DO MARANHÃO,2017,22375144,6033084,SISTEMA DE GERENCIAMENTO DE CONSULTAS E ATIVIDADES DO PROJETO UFMA SAUDÁVEL,76047,CIÊNCIA DA COMPUTAÇÃO
6398,20001010022P0,CIÊNCIA DA COMPUTAÇÃO,UFMA,UNIVERSIDADE FEDERAL DO MARANHÃO,2017,22375148,5983561,THE FÁBULAS MODEL FOR AUTHORING WEB-BASED CHILDREN'S EBOOKS,76047,CIÊNCIA DA COMPUTAÇÃO
6399,20001010022P0,CIÊNCIA DA COMPUTAÇÃO,UFMA,UNIVERSIDADE FEDERAL DO MARANHÃO,2017,22375149,5981271,TOWARDS REAL-TIME SEMANTIC REASONING FOR THE INTERNET OF THINGS,76047,CIÊNCIA DA COMPUTAÇÃO
6401,20001010022P0,CIÊNCIA DA COMPUTAÇÃO,UFMA,UNIVERSIDADE FEDERAL DO MARANHÃO,2017,22375152,6032950,UMA FERRAMENTA DE AUTORIA PARA CONSTRUÇÃO DE AMBIENTES DE REALIDADE VIRTUAL PARA SUBESTAÇÕES DE ENERGIA BASEADA EM PANORAMAS AUMENTADOS,76047,CIÊNCIA DA COMPUTAÇÃO
6402,20001010022P0,CIÊNCIA DA COMPUTAÇÃO,UFMA,UNIVERSIDADE FEDERAL DO MARANHÃO,2017,22375153,6033066,UMA PROPOSTA DE FERRAMENTA PARA ANOTAÇÃO DE SILHUETA CORPORAL PARA AVALIAÇÃO AUTOPERCEPTIVA,76047,CIÊNCIA DA COMPUTAÇÃO
6403,20001010022P0,CIÊNCIA DA COMPUTAÇÃO,UFMA,UNIVERSIDADE FEDERAL DO MARANHÃO,2017,22375155,5985033,USABILITY-BASED LANGUAGE FOR AUTHORING NCL DOCUMENTS,76047,CIÊNCIA DA COMPUTAÇÃO
6404,20001010022P0,CIÊNCIA DA COMPUTAÇÃO,UFMA,UNIVERSIDADE FEDERAL DO MARANHÃO,2017,22375156,5981675,USING BRAIN-COMPUTER INTERFACE AND INTERNET OF THINGS TO IMPROVE HEALTHCARE FOR WHEELCHAIR USERS,76047,CIÊNCIA DA COMPUTAÇÃO
7522,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2017,22464558,5890317,A CLASS OF FUZZY IMPLICATIONS OBTAINED FROM TRIPLES OF FUZZY IMPLICATIONS,76264,CIÊNCIA DA COMPUTAÇÃO
7523,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2017,22464559,6068568,A COMPARATIVE STUDY OF TOOLS FOR SMART CITIES OPEN DATA PUBLICATION AND MANAGEMENT,76264,CIÊNCIA DA COMPUTAÇÃO
7524,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2017,22464560,6068966,A DATA INTEGRATION APPROACH FOR SMART CITIES: THE CASE OF NATAL,76264,CIÊNCIA DA COMPUTAÇÃO
7525,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2017,22464561,5781554,A FEATURE SELECTION APPROACH BASED ON INFORMATION THEORY FOR CLASSIFICATION TASKS,76264,CIÊNCIA DA COMPUTAÇÃO
7526,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2017,22464563,6027004,A HYBRID METAHEURISTIC FOR THE TRAVELING CAR RENTER SALESMAN PROBLEM,76264,CIÊNCIA DA COMPUTAÇÃO
7527,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2017,22464564,5964596,A HYBRID METAHEURISTIC USING A CORRECTED FORMULATION FOR THE TRAVELING CAR RENTER SALESMAN PROBLEM,76264,CIÊNCIA DA COMPUTAÇÃO
7528,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2017,22464565,5972729,A METHODOLOGY OF CONTEXTUALIZED EDUCATIONAL ROBOTICS,76264,CIÊNCIA DA COMPUTAÇÃO
7529,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2017,22464566,5784177,A MOBILE HEALTH SOLUTION FOR DISEASES CONTROL TRANSMITTED BY AEDES AEGYPTI MOSQUITO USING PREDICTIVE CLASSIFIERS,76264,CIÊNCIA DA COMPUTAÇÃO
7530,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2017,22464567,5781519,A MULTI-AGENT METAHEURISTIC HYBRIDIZATION TO THE AUTOMATIC DESIGN OF ENSEMBLE SYSTEMS,76264,CIÊNCIA DA COMPUTAÇÃO
7531,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2017,22465048,6068905,A PREDICTIVE POLICING APPLICATION TO SUPPORT PATROL PLANNING IN SMART CITIES,76264,CIÊNCIA DA COMPUTAÇÃO
7532,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2017,22465049,6114204,A PRELIMINARY EVALUATION OF A GAMIFICATION FRAMEWORK TO JUMP START COLLABORATION BEHAVIOR CHANGE,76264,CIÊNCIA DA COMPUTAÇÃO
7533,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2017,22465051,6066923,A REUSABLE COMPONENT-BASED MODEL FOR WSN STORAGE SIMULATION,76264,CIÊNCIA DA COMPUTAÇÃO
7534,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2017,22465052,6026877,A SOFTWARE PROCESS LINE FOR COMBINATIONAL CREATIVITY-BASED REQUIREMENTS ELICITATION,76264,CIÊNCIA DA COMPUTAÇÃO
7535,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2017,22465053,5990625,A SOUND OPERATIONAL SEMANTICS FOR CIRCUS,76264,CIÊNCIA DA COMPUTAÇÃO
7536,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2017,22465055,6027450,ABORDAGENS GRASP APLICADAS AO PROBLEMA QUOTA CARS,76264,CIÊNCIA DA COMPUTAÇÃO
7537,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2017,22465057,6114671,AN AUTOMATIC SYSTEM FOR COMPUTING MALARIA PARASITE DENSITY IN THIN BLOOD FILMS,76264,CIÊNCIA DA COMPUTAÇÃO
7538,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2017,22465058,6040417,AN EMPIRICAL BIOMETRIC-BASED STUDY FOR USER IDENTIFICATION FROM DIFFERENT ROLES IN THE ONLINE GAME LEAGUE OF LEGENDS,76264,CIÊNCIA DA COMPUTAÇÃO
7539,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2017,22465062,5784135,AN INNOVATIVE DYNAMIC BIT RATE STREAMING APPROACH TO IMPROVE MOBILE USER MULTIMEDIA QUALITY OF EXPERIENCE,76264,CIÊNCIA DA COMPUTAÇÃO
7540,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2017,22465065,5890378,ANALYZING THE BEHAVIOR OF A CC-INTEGRAL IN A FUZZY RULE-BASED CLASSIFICATION SYSTEM,76264,CIÊNCIA DA COMPUTAÇÃO
7541,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2017,22465066,5784285,APPLYING FOG COMPUTING TO IMPROVE CRIME ASSISTANCE IN SMART TRANSPORTATION SAFETY SYSTEMS,76264,CIÊNCIA DA COMPUTAÇÃO
7542,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2017,22465067,5324878,ARCHITECTING IOT APPLICATIONS WITH SYSADL,76264,CIÊNCIA DA COMPUTAÇÃO
7543,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2017,22465088,6088830,"AUTOMATING SYSTEMATIC MAPPINGS, ADDING QUALITY TO QUANTITY",76264,CIÊNCIA DA COMPUTAÇÃO
7544,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2017,22465094,5990675,BTS: A TOOL FOR FORMAL COMPONENT-BASED DEVELOPMENT,76264,CIÊNCIA DA COMPUTAÇÃO
7545,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2017,22465095,5783062,CARRIER-GRADE SDN-CONTROLLED WLAN-SHARING: A PERFORMANCE EVALUATION OF OPENFLOW-ENABLED COMMODITY- BASED HARDWARE NETWORKING NODES,76264,CIÊNCIA DA COMPUTAÇÃO
7546,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2017,22465097,6068452,CHALLENGES TO THE DEVELOPMENT OF SMART CITY SYSTEMS,76264,CIÊNCIA DA COMPUTAÇÃO
7547,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2017,22465099,6069005,CHARACTERIZING GEO-LOCATED TWEETS IN BRAZILIAN MEGACITIES,76264,CIÊNCIA DA COMPUTAÇÃO
7548,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2017,22465102,5889632,CMIN-INTEGRAL: A CHOQUET-LIKE AGGREGATION FUNCTION BASED ON THE MINIMUM T-NORM FOR APPLICATIONS TO FUZZY RULE-BASED CLASSIFICATION SYSTEMS,76264,CIÊNCIA DA COMPUTAÇÃO
7549,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2017,22465103,5324697,COMPREHENSIBILITY OF HETEROGENEOUS CONFIGURATION KNOWLEDGE: A USER STUDY,76264,CIÊNCIA DA COMPUTAÇÃO
7550,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2017,22465132,5781530,DYNAMIC FEATURE SELECTION BASED ON CLUSTERING ALGORITHM AND INDIVIDUAL SIMILARITY,76264,CIÊNCIA DA COMPUTAÇÃO
7551,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2017,22465133,6066919,EFFICIENT EVALUATION OF CONTEXT-FREE PATH QUERIES FOR GRAPH DATABASES,76264,CIÊNCIA DA COMPUTAÇÃO
7552,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2017,22465134,5781575,ESTUDO SOBRE O IMPACTO DO PARTICIONAMENTO DOS DADOS NA SELEÇÃO DINÂMICA DE ATRIBUTOS,76264,CIÊNCIA DA COMPUTAÇÃO
7553,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2017,22465137,6068796,FEATURE ENGINEERING FOR CRIME HOTSPOT DETECTION,76264,CIÊNCIA DA COMPUTAÇÃO
7554,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2017,22465147,5325165,GEBEM - UM COMPONENTE PARA GERENCIAMENTO DE ENERGIA EM PRÉDIOS INTELIGENTES.,76264,CIÊNCIA DA COMPUTAÇÃO
7555,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2017,22465150,6067037,GRAPH CONSTRAINTS IN URBAN COMPUTING: DEALING WITH CONDITIONS IN PROCESSING URBAN DATA,76264,CIÊNCIA DA COMPUTAÇÃO
7556,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2017,22465157,5781593,INVESTIGATING THE IMPACT OF SIMILARITY METRICS IN AN UNSUPERVISED-BASED FEATURE SELECTION METHOD,76264,CIÊNCIA DA COMPUTAÇÃO
7557,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2017,22465158,5971221,IOT-BASED HEALTHCARE APPLICATIONS: A REVIEW,76264,CIÊNCIA DA COMPUTAÇÃO
7558,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2017,22465159,5324973,IOTVAR TO TRANSPARENTLY HANDLE INTERACTIONS BETWEEN APPLICATIONS AND IOT PLATFORMS,76264,CIÊNCIA DA COMPUTAÇÃO
7559,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2017,22465179,5971526,MERGING FRAGMENTS OF CLASSICAL LOGIC,76264,CIÊNCIA DA COMPUTAÇÃO
7560,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2017,22465180,6027124,MO-MAHM: A PARALLEL MULTI-AGENT ARCHITECTURE FOR HYBRIDIZATION OF METAHEURISTICS FOR MULTI-OBJECTIVE PROBLEMS,76264,CIÊNCIA DA COMPUTAÇÃO
7561,23001011022P9,SISTEMAS E COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2017,22465182,5890393,NATURAL N-DIMENSIONAL FUZZY NEGATIONS FOR N-DIMENSIONAL T-NORMS AND T-CONORMS,76264,CIÊNCIA DA COMPUTAÇÃO
